"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Cameroon","Conventional crude oil - exports","2015","Metric tons,  thousand","4270",""
"Cameroon","Conventional crude oil - exports","2014","Metric tons,  thousand","3838",""
"Cameroon","Conventional crude oil - exports","2013","Metric tons,  thousand","3298",""
"Cameroon","Conventional crude oil - exports","2012","Metric tons,  thousand","2845",""
"Cameroon","Conventional crude oil - exports","2011","Metric tons,  thousand","2698",""
"Cameroon","Conventional crude oil - exports","2010","Metric tons,  thousand","2821",""
"Cameroon","Conventional crude oil - exports","2009","Metric tons,  thousand","3237",""
"Cameroon","Conventional crude oil - exports","2008","Metric tons,  thousand","3826",""
"Cameroon","Conventional crude oil - exports","2007","Metric tons,  thousand","3926",""
"Cameroon","Conventional crude oil - exports","2006","Metric tons,  thousand","4505",""
"Cameroon","Conventional crude oil - exports","2005","Metric tons,  thousand","4157",""
"Cameroon","Conventional crude oil - exports","2004","Metric tons,  thousand","4648",""
"Cameroon","Conventional crude oil - exports","2003","Metric tons,  thousand","4957",""
"Cameroon","Conventional crude oil - exports","2002","Metric tons,  thousand","5146",""
"Cameroon","Conventional crude oil - exports","2001","Metric tons,  thousand","5452",""
"Cameroon","Conventional crude oil - exports","2000","Metric tons,  thousand","5717",""
"Cameroon","Conventional crude oil - exports","1999","Metric tons,  thousand","5427",""
"Cameroon","Conventional crude oil - exports","1998","Metric tons,  thousand","6114",""
"Cameroon","Conventional crude oil - exports","1997","Metric tons,  thousand","5456",""
"Cameroon","Conventional crude oil - exports","1996","Metric tons,  thousand","5280",""
"Cameroon","Conventional crude oil - exports","1995","Metric tons,  thousand","4945",""
"Cameroon","Conventional crude oil - exports","1994","Metric tons,  thousand","3830",""
"Cameroon","Conventional crude oil - exports","1993","Metric tons,  thousand","6170","1"
"Cameroon","Conventional crude oil - exports","1992","Metric tons,  thousand","6620",""
"Cameroon","Conventional crude oil - exports","1991","Metric tons,  thousand","7010",""
"Cameroon","Conventional crude oil - exports","1990","Metric tons,  thousand","7410",""
"Canada","Conventional crude oil - exports","2021","Metric tons,  thousand","158229.761",""
"Canada","Conventional crude oil - exports","2020","Metric tons,  thousand","156209.399",""
"Canada","Conventional crude oil - exports","2019","Metric tons,  thousand","166269.65",""
"Canada","Conventional crude oil - exports","2018","Metric tons,  thousand","157340",""
"Canada","Conventional crude oil - exports","2017","Metric tons,  thousand","144695",""
"Canada","Conventional crude oil - exports","2016","Metric tons,  thousand","143984",""
"Canada","Conventional crude oil - exports","2015","Metric tons,  thousand","123175",""
"Canada","Conventional crude oil - exports","2014","Metric tons,  thousand","117961",""
"Canada","Conventional crude oil - exports","2013","Metric tons,  thousand","109828",""
"Canada","Conventional crude oil - exports","2012","Metric tons,  thousand","95715",""
"Canada","Conventional crude oil - exports","2011","Metric tons,  thousand","89540",""
"Canada","Conventional crude oil - exports","2010","Metric tons,  thousand","78760",""
"Canada","Conventional crude oil - exports","2009","Metric tons,  thousand","75017",""
"Canada","Conventional crude oil - exports","2008","Metric tons,  thousand","76927",""
"Canada","Conventional crude oil - exports","2007","Metric tons,  thousand","73599",""
"Canada","Conventional crude oil - exports","2006","Metric tons,  thousand","78657",""
"Canada","Conventional crude oil - exports","2005","Metric tons,  thousand","74355",""
"Canada","Conventional crude oil - exports","2004","Metric tons,  thousand","67130",""
"Canada","Conventional crude oil - exports","2003","Metric tons,  thousand","60993",""
"Canada","Conventional crude oil - exports","2002","Metric tons,  thousand","57150",""
"Canada","Conventional crude oil - exports","2001","Metric tons,  thousand","56844",""
"Canada","Conventional crude oil - exports","2000","Metric tons,  thousand","58425",""
"Canada","Conventional crude oil - exports","1999","Metric tons,  thousand","51870",""
"Canada","Conventional crude oil - exports","1998","Metric tons,  thousand","56777",""
"Canada","Conventional crude oil - exports","1997","Metric tons,  thousand","51625",""
"Canada","Conventional crude oil - exports","1996","Metric tons,  thousand","48178",""
"Canada","Conventional crude oil - exports","1995","Metric tons,  thousand","44887",""
"Canada","Conventional crude oil - exports","1994","Metric tons,  thousand","41945",""
"Canada","Conventional crude oil - exports","1993","Metric tons,  thousand","38978",""
"Canada","Conventional crude oil - exports","1992","Metric tons,  thousand","34540",""
"Canada","Conventional crude oil - exports","1991","Metric tons,  thousand","31960",""
"Canada","Conventional crude oil - exports","1990","Metric tons,  thousand","27061",""
"Chad","Conventional crude oil - exports","2021","Metric tons,  thousand","6400","1"
"Chad","Conventional crude oil - exports","2020","Metric tons,  thousand","6300",""
"Chad","Conventional crude oil - exports","2019","Metric tons,  thousand","6031.4",""
"Chad","Conventional crude oil - exports","2018","Metric tons,  thousand","5762.8",""
"Chad","Conventional crude oil - exports","2017","Metric tons,  thousand","5092.3",""
"Chad","Conventional crude oil - exports","2016","Metric tons,  thousand","5801.1",""
"Chad","Conventional crude oil - exports","2015","Metric tons,  thousand","6492.8",""
"Chad","Conventional crude oil - exports","2014","Metric tons,  thousand","4573.9",""
"Chad","Conventional crude oil - exports","2013","Metric tons,  thousand","4212",""
"Chad","Conventional crude oil - exports","2012","Metric tons,  thousand","5163",""
"Chad","Conventional crude oil - exports","2011","Metric tons,  thousand","5609",""
"Chad","Conventional crude oil - exports","2010","Metric tons,  thousand","6153.5",""
"Chad","Conventional crude oil - exports","2009","Metric tons,  thousand","5986.4",""
"Chad","Conventional crude oil - exports","2008","Metric tons,  thousand","6465.173",""
"Chad","Conventional crude oil - exports","2007","Metric tons,  thousand","7104.8024",""
"Chad","Conventional crude oil - exports","2006","Metric tons,  thousand","7806.2715",""
"Chad","Conventional crude oil - exports","2005","Metric tons,  thousand","8740.6357",""
"Chad","Conventional crude oil - exports","2004","Metric tons,  thousand","8439.5189",""
"Chad","Conventional crude oil - exports","2003","Metric tons,  thousand","1728.092784",""
"China","Conventional crude oil - exports","2020","Metric tons,  thousand","1638.1",""
"China","Conventional crude oil - exports","2019","Metric tons,  thousand","810",""
"China","Conventional crude oil - exports","2018","Metric tons,  thousand","2626.6",""
"China","Conventional crude oil - exports","2017","Metric tons,  thousand","4860.7",""
"China","Conventional crude oil - exports","2016","Metric tons,  thousand","2940.6",""
"China","Conventional crude oil - exports","2015","Metric tons,  thousand","2865.6",""
"China","Conventional crude oil - exports","2014","Metric tons,  thousand","600.2",""
"China","Conventional crude oil - exports","2013","Metric tons,  thousand","1617.3",""
"China","Conventional crude oil - exports","2012","Metric tons,  thousand","2432.1",""
"China","Conventional crude oil - exports","2011","Metric tons,  thousand","2514.3",""
"China","Conventional crude oil - exports","2010","Metric tons,  thousand","3030",""
"China","Conventional crude oil - exports","2009","Metric tons,  thousand","5073",""
"China","Conventional crude oil - exports","2008","Metric tons,  thousand","4238",""
"China","Conventional crude oil - exports","2007","Metric tons,  thousand","3884",""
"China","Conventional crude oil - exports","2006","Metric tons,  thousand","6337",""
"China","Conventional crude oil - exports","2005","Metric tons,  thousand","8067",""
"China","Conventional crude oil - exports","2004","Metric tons,  thousand","5492",""
"China","Conventional crude oil - exports","2003","Metric tons,  thousand","8133",""
"China","Conventional crude oil - exports","2002","Metric tons,  thousand","7665",""
"China","Conventional crude oil - exports","2001","Metric tons,  thousand","7550",""
"China","Conventional crude oil - exports","2000","Metric tons,  thousand","10310",""
"China","Conventional crude oil - exports","1999","Metric tons,  thousand","7167",""
"China","Conventional crude oil - exports","1998","Metric tons,  thousand","15600",""
"China","Conventional crude oil - exports","1997","Metric tons,  thousand","19830",""
"China","Conventional crude oil - exports","1996","Metric tons,  thousand","20402",""
"China","Conventional crude oil - exports","1995","Metric tons,  thousand","18227",""
"China","Conventional crude oil - exports","1994","Metric tons,  thousand","18491",""
"China","Conventional crude oil - exports","1993","Metric tons,  thousand","19430",""
"China","Conventional crude oil - exports","1992","Metric tons,  thousand","21510",""
"China","Conventional crude oil - exports","1991","Metric tons,  thousand","22598",""
"China","Conventional crude oil - exports","1990","Metric tons,  thousand","23990",""
"Colombia","Conventional crude oil - exports","2021","Metric tons,  thousand","31785",""
"Colombia","Conventional crude oil - exports","2020","Metric tons,  thousand","28638.76",""
"Colombia","Conventional crude oil - exports","2019","Metric tons,  thousand","29550.159",""
"Colombia","Conventional crude oil - exports","2018","Metric tons,  thousand","31703.863",""
"Colombia","Conventional crude oil - exports","2017","Metric tons,  thousand","33419.416",""
"Colombia","Conventional crude oil - exports","2016","Metric tons,  thousand","33223.13",""
"Colombia","Conventional crude oil - exports","2015","Metric tons,  thousand","41942.993",""
"Colombia","Conventional crude oil - exports","2014","Metric tons,  thousand","42387.665",""
"Colombia","Conventional crude oil - exports","2013","Metric tons,  thousand","39267",""
"Colombia","Conventional crude oil - exports","2012","Metric tons,  thousand","31445",""
"Colombia","Conventional crude oil - exports","2011","Metric tons,  thousand","30118",""
"Colombia","Conventional crude oil - exports","2010","Metric tons,  thousand","23695",""
"Colombia","Conventional crude oil - exports","2009","Metric tons,  thousand","17672",""
"Colombia","Conventional crude oil - exports","2008","Metric tons,  thousand","13041",""
"Colombia","Conventional crude oil - exports","2007","Metric tons,  thousand","11681",""
"Colombia","Conventional crude oil - exports","2006","Metric tons,  thousand","11294",""
"Colombia","Conventional crude oil - exports","2005","Metric tons,  thousand","11791",""
"Colombia","Conventional crude oil - exports","2004","Metric tons,  thousand","11271",""
"Colombia","Conventional crude oil - exports","2003","Metric tons,  thousand","11589",""
"Colombia","Conventional crude oil - exports","2002","Metric tons,  thousand","14545",""
"Colombia","Conventional crude oil - exports","2001","Metric tons,  thousand","15258",""
"Colombia","Conventional crude oil - exports","2000","Metric tons,  thousand","19844",""
"Colombia","Conventional crude oil - exports","1999","Metric tons,  thousand","23581",""
"Colombia","Conventional crude oil - exports","1998","Metric tons,  thousand","21525",""
